url,gsc_issue,url_type,cohort,current_status,canonical,robots,incoming_rendered_links,sample_referrers,action,recommendation
https://www.the-anchor.pub/events/drag-cabaret-karaoke-march--2025/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/drag-cabaret-karaoke-march--2025,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/events/pub-quiz-2026-02-04/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/pub-quiz-2026-02-04,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/events/quiz-night-june--2025/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/quiz-night-june--2025,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/events/cash-bingo-april--2025/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/cash-bingo-april--2025,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/events/music-bingo-2026-02-11/book,Crawled - currently not indexed,page,event,live-301 -> /events/music-bingo-2026-02-11,/events/music-bingo-2026-02-11,X-Robots-Tag all,0,,validate-redirect-chain,"Live page candidate now redirects. Verify the live chain reaches a relevant 200 in one hop, then wait for Google recrawl; no content rewrite."
https://www.the-anchor.pub/events/live-at-the-anchor-open-mic-night-2026-04-25/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/live-at-the-anchor-open-mic-night-2026-04-25,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/events/quiz-night-2026-04-15,Crawled - currently not indexed,page,event,live-200,https://www.the-anchor.pub/events/quiz-night-2026-04-15,"index, follow",0,,monitor-event-lifecycle,Live event page is indexable under the event lifecycle policy. No content rewrite; monitor until it redirects or noindexes after the lifecycle threshold.
https://www.the-anchor.pub/blog/function-room-hire-heathrow-pricing,Crawled - currently not indexed,page,post,local-rendered-200,https://www.the-anchor.pub/blog/function-room-hire-heathrow-pricing,"index, follow",7,/blog/eating-near-heathrow-prices-compared|/blog/heathrow-plane-spotting-locations|/blog/private-room-hire-cost-near-heathrow|/blog/pub-vs-hotel-celebration-venue|/blog/tag/guides,manual-review-page,"Real page candidate with 7 rendered incoming links. Focus manual review on search intent, canonical/robots state, and content usefulness rather than orphan fixes."
https://www.the-anchor.pub/blog/six-nations-rugby-at-the-anchor-2023,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/six-nations-rugby-at-the-anchor-2023,"noindex, follow",1,/blog/premier-league-2024-25,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog/double-up-offer,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/double-up-offer,"noindex, follow",1,/blog/events-offers-2025,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog?page=9,Crawled - currently not indexed,parameter_variant,other,canonical-variant,https://www.the-anchor.pub/blog,canonical controls indexing,270,/|/_not-found|/about|/accessibility|/ashford-pub,no-action-non-page,Parameter variant. Confirm canonical points to the clean URL; no content work.
https://www.the-anchor.pub/events/pub-quiz-night-2025-11-05/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/pub-quiz-night-2025-11-05,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/blog/winter-hours-cosy-times-at-the-anchor,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/winter-hours-cosy-times-at-the-anchor,"noindex, follow",2,/blog/christmas-fair-at-the-anchor|/blog/this-december-at-the-anchor,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog/rum-tasting-caribbean,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/rum-tasting-caribbean,"noindex, follow",2,/blog/unique-events|/blog/ve-day-celebration,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog/christmas-venue,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/christmas-venue,"noindex, follow",2,/blog/autumn-winter-menu|/blog/salami-day-pizza,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog?page=6,Crawled - currently not indexed,parameter_variant,other,canonical-variant,https://www.the-anchor.pub/blog,canonical controls indexing,270,/|/_not-found|/about|/accessibility|/ashford-pub,no-action-non-page,Parameter variant. Confirm canonical points to the clean URL; no content work.
https://www.the-anchor.pub/sport,Crawled - currently not indexed,redirect_source,other,301 -> /live-sport,/live-sport,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-06-01-12-00/form,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/drinks/bells,Crawled - currently not indexed,redirect_source,drink,301 -> /drinks,/drinks,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/whats-on?utm_source=social&utm_medium=facebook&utm_campaign=Food&utm_content=BBQ,Crawled - currently not indexed,parameter_variant,other,canonical-variant,https://www.the-anchor.pub/whats-on,canonical controls indexing,270,/|/_not-found|/about|/accessibility|/ashford-pub,no-action-non-page,Parameter variant. Confirm canonical points to the clean URL; no content work.
https://www.the-anchor.pub/blog/buy-one-get-one-free-on-all-pizza-every-tuesday,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/buy-one-get-one-free-on-all-pizza-every-tuesday,"noindex, follow",1,/blog/valentines-day-meal-offer-for-two,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/event-details/pub-quiz-night-at-the-anchor-hosted-by-nish-2024-07-10-19-00,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
"https://www.the-anchor.pub/food-menu?utm_source=social&utm_medium=facebook&utm_campaign=Public 
Holidays&utm_content=May Day",Crawled - currently not indexed,parameter_variant,other,canonical-variant,https://www.the-anchor.pub/food-menu,canonical controls indexing,270,/|/_not-found|/about|/accessibility|/ashford-pub,no-action-non-page,Parameter variant. Confirm canonical points to the clean URL; no content work.
https://www.the-anchor.pub/drinks/williams-chase-pink-grapefruit-gin,Crawled - currently not indexed,redirect_source,drink,301 -> /drinks,/drinks,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/events/new-years-eve-2026-2025-12-31/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/new-years-eve-2026-2025-12-31,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/food-menu?utm_source=social&utm_medium=facebook&utm_campaign=Food&utm_content=BBQ,Crawled - currently not indexed,parameter_variant,other,canonical-variant,https://www.the-anchor.pub/food-menu,canonical controls indexing,270,/|/_not-found|/about|/accessibility|/ashford-pub,no-action-non-page,Parameter variant. Confirm canonical points to the clean URL; no content work.
"https://www.the-anchor.pub/post/introducing-new-dining-room-the-anchor?utm_source=social&utm_medium=facebook&utm_campaign=Improvements&utm_content=Dining 
Room",Crawled - currently not indexed,legacy_wix,post,301 -> /blog/new-dining-room,/blog/new-dining-room,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/events/live-at-the-anchor-valentines-day-special/book,Crawled - currently not indexed,page,event,live-301 -> /events/live-at-the-anchor-valentines-day-special,/events/live-at-the-anchor-valentines-day-special,X-Robots-Tag all,0,,validate-redirect-chain,"Live page candidate now redirects. Verify the live chain reaches a relevant 200 in one hop, then wait for Google recrawl; no content rewrite."
https://www.the-anchor.pub/company-christmas-party-venue,Crawled - currently not indexed,redirect_source,other,301 -> /christmas-parties,/christmas-parties,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/drinks/bailey's,Crawled - currently not indexed,redirect_source,drink,301 -> /drinks,/drinks,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/blog/free-pint-offer-this-november,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/free-pint-offer-this-november,"noindex, follow",0,,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog/spring-tasting-night,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/spring-tasting-night,"noindex, follow",2,/blog/drag-cabaret-nikki|/blog/prices-frozen-until-autumn-theanchor-pub,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/post/day-of-the-dead-halloween-party-the-anchor,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/day-of-the-dead-party,/blog/day-of-the-dead-party,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/book-table?purpose=food,Crawled - currently not indexed,parameter_variant,other,canonical-variant,https://www.the-anchor.pub/book-table,canonical controls indexing,270,/|/_not-found|/about|/accessibility|/ashford-pub,no-action-non-page,Parameter variant. Confirm canonical points to the clean URL; no content work.
https://www.the-anchor.pub/blog/tag/improvement,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/news,/blog/tag/news,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/events/bingo-night-2025-12-19/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/bingo-night-2025-12-19,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/post/tequila-and-tradition-role-of-agave,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/tequila-and-tradition-how-agave-shapes-mexican-cul,/blog/tequila-and-tradition-how-agave-shapes-mexican-cul,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/blog/what-is-the-history-of-april-fools-day,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/what-is-the-history-of-april-fools-day,"noindex, follow",2,/blog/mothers-day-at-the-anchor-march-19th|/blog/st-patrick-s-day-2023,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog/womens-day-2024,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/womens-day-2024,"noindex, follow",2,/blog/charity-walk-holly|/blog/earth-day-cleanup,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/book-event,Crawled - currently not indexed,page,other,local-rendered-200,/private-hire,"index, follow",0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/event-details/sleigh-that-tune-a-gameshow-house-party-with-nikki-manfadge,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/blog/tag/drinks,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/food-and-drink,/blog/tag/food-and-drink,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/book-table?tab=sunday,Crawled - currently not indexed,parameter_variant,other,canonical-variant,https://www.the-anchor.pub/book-table,canonical controls indexing,270,/|/_not-found|/about|/accessibility|/ashford-pub,no-action-non-page,Parameter variant. Confirm canonical points to the clean URL; no content work.
"https://www.the-anchor.pub/blog/new-dining-room?utm_source=social&utm_medium=facebook&utm_campaign=Improvements&utm_content=Dining 
Room",Crawled - currently not indexed,parameter_variant,post,local-rendered-noindex,https://www.the-anchor.pub/blog/new-dining-room,"noindex, follow",2,/blog/st-patricks-day-2024|/blog/stanwell-moor-brew,no-action-non-page,Parameter variant. Confirm canonical points to the clean URL; no content work.
https://www.the-anchor.pub/blog/tag/special-offers,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/offers,/blog/tag/offers,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/events/live-at-the-anchor-valentines-day-special/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/live-at-the-anchor-valentines-day-special,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/events/quiz-night-2026-03-04/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/quiz-night-2026-03-04,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
"https://www.the-anchor.pub/food?utm_source=social&utm_medium=facebook&utm_campaign=Public 
Holidays&utm_content=May Day",Crawled - currently not indexed,redirect_source,other,301 -> /food-menu,/food-menu,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/blog/tag/tasting-events,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/food-and-drink,/blog/tag/food-and-drink,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/events/mothers-day-lunch-2026-03-15/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/mothers-day-lunch-2026-03-15,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/events/quiz-night-2026-03-04/book,Crawled - currently not indexed,page,event,live-301 -> /events/quiz-night-2026-03-04,/events/quiz-night-2026-03-04,X-Robots-Tag all,0,,validate-redirect-chain,"Live page candidate now redirects. Verify the live chain reaches a relevant 200 in one hop, then wait for Google recrawl; no content rewrite."
https://www.the-anchor.pub/make-a-booking,Crawled - currently not indexed,redirect_source,other,301 -> /book-table,/book-table,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/blog/tag/savings,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/guides,/blog/tag/guides,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/blog/tag/dining,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/food-and-drink,/blog/tag/food-and-drink,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/blog/salami-day-pizza,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/salami-day-pizza,"noindex, follow",2,/blog/christmas-venue|/blog/peace-day-stanwell,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog/tag/bingo,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/events,/blog/tag/events,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/post/monthly-music-bingo-nights,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/music-bingo-nights,/blog/music-bingo-nights,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/blog/tag/variety,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/food-and-drink,/blog/tag/food-and-drink,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/blog/tag/new-arrivals,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/news,/blog/tag/news,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/event-details/monthly-cash-bingo-night-50-jackpot-chip-shop-fridays-2025-04-25-18-00,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/fury-wilder-fight,Crawled - currently not indexed,redirect_source,other,301 -> /whats-on,/whats-on,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/blog/tag/stanwell-moor,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/community,/blog/tag/community,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/blog/experience-the-best-beer-at-a-great-pub-near-heath,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/experience-the-best-beer-at-a-great-pub-near-heath,"noindex, follow",2,/blog/december-celebrations|/blog/jewellery-event,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/post/buy-one-get-one-free-pizza-deal,Crawled - currently not indexed,legacy_wix,post,301 -> /food-menu#pizza,/food-menu#pizza,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/post/buy-one-get-one-half-price-on-all-dine-in-pizza-every-tuesday,Crawled - currently not indexed,legacy_wix,post,301 -> /food-menu#pizza,/food-menu#pizza,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/blog/tag/sunday-roast,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/food-and-drink,/blog/tag/food-and-drink,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
