observation_id,keyword_id,alias_group_id,source,lens,location,language,network,window_start,window_end,precision_mode,raw_text,value_low,value_high,three_month_change,yoy_change,competition,competition_index,bid_low,bid_high,currency,state,pulled_on,run_id,source_file,source_row
ob_000011,kw_000011,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,3,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,13
ob_000012,kw_000012,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,9,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,14
ob_000013,kw_000013,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,15
ob_000014,kw_000014,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000.0,1000,10000,0,0,Low,28,0.14,0.73,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,16
ob_000015,kw_000015,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,17
ob_000016,kw_000016,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,,Low,22,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,18
ob_000017,kw_000017,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50000.0,10000,100000,0,0,Low,32,0.26,0.78,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,19
ob_000018,kw_000018,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,0,Low,10,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,20
ob_000019,kw_000019,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,0,Low,19,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,21
ob_000020,kw_000020,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,13,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,22
ob_000021,kw_000021,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,11,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,23
ob_000022,kw_000022,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,0,Low,12,0.53,2.22,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,24
ob_000023,kw_000023,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,0,Low,2,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,25
ob_000024,kw_000024,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,26
ob_000025,kw_000025,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,27
ob_000026,kw_000026,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,0,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,28
ob_000027,kw_000027,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,29
ob_000028,kw_000028,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,30
ob_000029,kw_000029,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,,,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,31
ob_000030,kw_000030,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,32
ob_000031,kw_000031,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,33
ob_000032,kw_000032,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,-1,-1,,,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,34
ob_000033,kw_000033,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,35
ob_000034,kw_000034,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,-0.9,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,36
ob_000035,kw_000035,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,37
ob_000036,kw_000036,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,0,Low,4,0.47,1.53,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,38
ob_000037,kw_000037,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,39
ob_000038,kw_000038,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,40
ob_000039,kw_000039,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,41
ob_000040,kw_000040,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,42
ob_000041,kw_000041,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000.0,1000,10000,0,-0.9,Low,7,0.73,2.38,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,43
ob_000042,kw_000042,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,44
ob_000043,kw_000043,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,45
ob_000044,kw_000044,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,0,Low,4,0.69,1.49,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,46
ob_000045,kw_000045,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,47
ob_000046,kw_000046,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000.0,1000,10000,0,0,Low,3,0.6,1.94,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,48
ob_000047,kw_000047,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,49
ob_000048,kw_000048,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,50
ob_000049,kw_000049,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,51
ob_000050,kw_000050,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,52
ob_000051,kw_000051,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,8,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,53
ob_000052,kw_000052,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000.0,1000,10000,0,0,Low,2,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,54
ob_000053,kw_000053,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,55
ob_000054,kw_000054,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,56
ob_000055,kw_000055,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,High,100,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,57
ob_000056,kw_000056,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,58
ob_000057,kw_000057,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,17,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,59
ob_000058,kw_000058,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50.0,10,100,0,0,Low,7,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,60
ob_000059,kw_000059,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500.0,100,1000,0,0,Low,0,,,GBP,returned,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,61
ob_000060,kw_000060,,volumes,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,,,,,,,,,,GBP,absent,2026-08-17,2026-09-11-01-legacy,raw/gkp-volumes-01-game-nights.csv,62
ob_000061,kw_000061,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,98,0.36,1.68,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,1
ob_000062,kw_000062,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,100,0.25,1.48,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,2
ob_000063,kw_000063,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,9,0,Low,12,0.23,1.15,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,3
ob_000064,kw_000036,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,4,0.47,1.53,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,4
ob_000065,kw_000046,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,Low,3,0.6,1.94,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,5
ob_000066,kw_000017,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50000,10000,100000,0,0,Low,32,0.26,0.78,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,6
ob_000067,kw_000004,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,7,1.09,4.81,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,7
ob_000068,kw_000064,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,9,,,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,8
ob_000069,kw_000065,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50000,10000,100000,0,0,High,95,0.38,1.33,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,9
ob_000070,kw_000066,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,High,100,0.32,1.22,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,10
ob_000071,kw_000067,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,High,92,0.25,1.12,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,11
ob_000072,kw_000068,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,High,97,0.4,1.55,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,12
ob_000073,kw_000069,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,-0.9,0,High,100,0.35,1.43,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,13
ob_000074,kw_000070,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,0,High,100,0.32,1.06,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,14
ob_000075,kw_000071,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,99,0.43,1.26,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,15
ob_000076,kw_000072,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50000,10000,100000,0,0,High,97,0.32,1.22,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,16
ob_000077,kw_000014,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,Low,28,0.14,0.73,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,17
ob_000078,kw_000041,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,-0.9,Low,7,0.73,2.38,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,18
ob_000079,kw_000073,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,100,0.37,1.2,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,19
ob_000080,kw_000074,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,95,0.53,14.77,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,20
ob_000081,kw_000075,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,99,0.4,1.5,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,21
ob_000082,kw_000076,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,95,0.3,1.12,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,22
ob_000083,kw_000077,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,99,0.43,1.26,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,23
ob_000084,kw_000078,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,Low,31,0.23,0.75,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,24
ob_000085,kw_000079,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,Low,17,0.59,1.57,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,25
ob_000086,kw_000080,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,99,0.33,1.19,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,26
ob_000087,kw_000081,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,0,High,94,0.46,10.33,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,27
ob_000088,kw_000082,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Medium,44,0.38,1.61,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,28
ob_000089,kw_000083,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,9,High,99,0.3,1.16,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,29
ob_000090,kw_000084,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,6,0.37,1.68,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,30
ob_000091,kw_000085,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,Low,17,0.43,1.02,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,31
ob_000092,kw_000086,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,100,0.3,1.26,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,32
ob_000093,kw_000087,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,93,0.36,1.75,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,33
ob_000094,kw_000058,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,Low,7,,,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,34
ob_000095,kw_000088,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,-0.9,0,High,98,0.33,1.08,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,35
ob_000096,kw_000089,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,-0.9,0,High,89,0.43,1.34,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,36
ob_000097,kw_000090,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,-0.9,Low,4,,,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,37
ob_000098,kw_000091,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,92,0.54,2.04,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,38
ob_000099,kw_000092,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,29,0.25,0.72,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,39
ob_000100,kw_000093,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,16,0.57,1.6,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,40
ob_000101,kw_000094,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,27,0.22,0.7,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,41
ob_000102,kw_000095,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,100,0.35,1.3,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,42
ob_000103,kw_000096,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,-0.9,0,High,100,0.33,1.38,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,43
ob_000104,kw_000097,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,High,100,0.25,1.15,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,44
ob_000105,kw_000098,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,2,0.43,0.77,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,45
ob_000106,kw_000099,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,33,0.25,0.66,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,46
ob_000107,kw_000100,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,4,,,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,47
ob_000108,kw_000101,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50000,10000,100000,0,0,High,97,0.32,1.22,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,48
ob_000109,kw_000102,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,95,0.45,0.74,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,49
ob_000110,kw_000103,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,99,0.22,0.83,GBP,returned,2026-09-08,2026-09-11-01-legacy,raw/gkp-discover-01-whats-on-things-to-do.csv,50
