query,clicks,impressions,ctr,position,page,date_range
whats on in staines,0,1,0,5,+^https://www[.]the-anchor[.]pub/cash-bingo$,2026-06-12 to 2026-09-11
whats on staines,0,1,0,5,+^https://www[.]the-anchor[.]pub/cash-bingo$,2026-06-12 to 2026-09-11
where to meet new friends,0,1,0,1,+^https://www[.]the-anchor[.]pub/cash-bingo$,2026-06-12 to 2026-09-11
music bingo near me,0,3,0,2.33,+^https://www[.]the-anchor[.]pub/music-bingo$,2026-06-12 to 2026-09-11
bingo anchor,0,1,0,4,+^https://www[.]the-anchor[.]pub/music-bingo$,2026-06-12 to 2026-09-11
trivia night in surrey,0,15,0,3.33,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
the anchor pub quiz,0,12,0,4.92,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
pub quiz near me,0,6,0,4.67,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
anchor pub quiz,0,5,0,4.6,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
trivia night in london,0,5,0,11,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
best pub quizzes in london,0,1,0,1,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
do i pay to enter,0,1,0,3,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
do we need to book?,0,1,0,3,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
english pub quiz,0,1,0,2,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
entry fees,0,1,0,6,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
friday night quiz near me,0,1,0,9,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
friday pub quiz,0,1,0,1,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
is it a party place?,0,1,0,2,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
party quiz questions,0,1,0,1,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
pub quiz on a wednesday near me,0,1,0,11,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
pub quiz on wednesday near me,0,1,0,12,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
pub quiz tonight near me,0,1,0,1,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
pub quiz wednesday,0,1,0,1,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
pub quiz wednesday near me,0,1,0,12,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
pub quizzes near me,0,1,0,11,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
pub wuiz near me,0,1,0,5,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
quiz near me,0,1,0,11,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
staines and ashford news,0,1,0,4,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
staines day 2026,0,1,0,3,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
tuesday pub quiz,0,1,0,2,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
wednesday night pub quiz,0,1,0,8,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
wednesday pub quiz near me,0,1,0,10,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
whats on staines,0,1,0,5,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
where to meet new friends,0,1,0,1,+^https://www[.]the-anchor[.]pub/quiz-night$,2026-06-12 to 2026-09-11
the anchor staines,2,294,0.0068,1.97,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor stanwell moor,1,482,0.0021,1.99,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor heathrow,1,213,0.0047,1.97,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor pub heathrow,1,178,0.0056,1.83,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor pub stanwell moor,1,96,0.0104,2,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor pub heathrow,1,57,0.0175,2,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor stanwell,0,151,0,2.13,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor stanwell moor,0,77,0,2,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
where to find live music pubs in heathrow,0,68,0,26.62,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
where to find live music pubs in heathrow airport,0,55,0,50.62,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor beer garden heathrow,0,46,0,2.07,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor beer garden stanwell moor,0,37,0,2,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor pub stanwell moor,0,19,0,1.95,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor pub stanwell,0,15,0,1.8,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchors near me,0,8,0,55,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
pub bingo near me,0,8,0,12.12,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor pub quiz,0,5,0,6.4,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
hope and anchor pub quiz,0,4,0,38.25,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor quiz,0,3,0,5,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor pub quiz,0,3,0,3.67,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor staines menu,0,3,0,4.67,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor events,0,2,0,8,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor lane,0,2,0,66,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
crown and anchor pub quiz,0,2,0,30,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
pubs in stanwell,0,2,0,66,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor events,0,2,0,7,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
"the anchor, stanwell moor",0,2,0,2,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the rising sun stanwell,0,2,0,58.5,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
activities,0,1,0,2,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
adult meetings,0,1,0,1,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor club,0,1,0,55,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor cowes,0,1,0,66,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
anchor entertainment,0,1,0,42,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
bingo events near me,0,1,0,3,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
bingo near me,0,1,0,1,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
events at pubs near me,0,1,0,1,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
monday night pub quiz near me,0,1,0,6,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
music bingo near me,0,1,0,9,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
nightlife stanmore,0,1,0,66,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
pub quiz bingo,0,1,0,55,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
pub quiz on thursday near me,0,1,0,7,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
pub quiz tonight,0,1,0,88,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
social events near me,0,1,0,1,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the anchor stanwell moor pub,0,1,0,2,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
the ancor,0,1,0,12,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
where can i play bingo near me,0,1,0,5,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
where to meet new friends,0,1,0,1,+^https://www[.]the-anchor[.]pub/whats-on$,2026-06-12 to 2026-09-11
